,string_id,string,document_id,start_index,end_index,capitalized,prefixed,suffixed,class_label
59,59,out obsessive coverage with,0_Mashable_m.txt,14,18,1,0,0,0
60,60,obsessive,0_Mashable_m.txt,15,16,1,0,0,0
61,61,obsessive coverage,0_Mashable_m.txt,15,17,1,0,0,0
62,62,obsessive coverage with,0_Mashable_m.txt,15,18,1,0,0,0
63,63,obsessive coverage with Black,0_Mashable_m.txt,15,19,1,0,0,0
64,64,coverage,0_Mashable_m.txt,16,17,1,0,0,0
65,65,coverage with,0_Mashable_m.txt,16,18,1,0,0,0
66,66,coverage with Black,0_Mashable_m.txt,16,19,1,0,0,0
67,67,coverage with Black Panther,0_Mashable_m.txt,16,20,1,0,0,0
68,68,with,0_Mashable_m.txt,17,18,1,0,0,0
69,69,with Black,0_Mashable_m.txt,17,19,1,0,0,0
70,70,with Black Panther,0_Mashable_m.txt,17,20,1,0,0,0
71,71,with Black Panther Week,0_Mashable_m.txt,17,21,1,0,0,0
72,72,Black,0_Mashable_m.txt,18,19,1,0,0,0
73,73,Black Panther,0_Mashable_m.txt,18,20,1,0,0,0
74,74,Black Panther Week,0_Mashable_m.txt,18,21,1,0,0,0
75,75,Black Panther Week .,0_Mashable_m.txt,18,22,1,0,0,0
76,76,Panther,0_Mashable_m.txt,19,20,1,0,0,0
77,77,Panther Week,0_Mashable_m.txt,19,21,1,0,0,0
78,78,Panther Week .,0_Mashable_m.txt,19,22,1,0,0,0
79,79,Panther Week . Will,0_Mashable_m.txt,19,23,1,0,0,0
80,80,Week,0_Mashable_m.txt,20,21,1,0,0,0
81,81,Week .,0_Mashable_m.txt,20,22,1,0,0,0
82,82,Week . Will,0_Mashable_m.txt,20,23,1,0,0,0
83,83,Week . Will Smith,0_Mashable_m.txt,20,24,1,0,0,0
84,84,.,0_Mashable_m.txt,21,22,1,0,0,0
85,85,. Will,0_Mashable_m.txt,21,23,1,0,0,0
86,86,. Will Smith,0_Mashable_m.txt,21,24,1,0,0,0
87,87,. Will Smith just,0_Mashable_m.txt,21,25,1,0,0,0
88,88,Will,0_Mashable_m.txt,22,23,1,0,0,0
89,89,Will Smith,0_Mashable_m.txt,22,24,1,0,0,0
90,90,Will Smith just,0_Mashable_m.txt,22,25,1,0,0,0
91,91,Will Smith just showed,0_Mashable_m.txt,22,26,1,0,0,0
92,92,Smith,0_Mashable_m.txt,23,24,1,0,0,0
93,93,Smith just,0_Mashable_m.txt,23,25,1,0,0,0
94,94,Smith just showed,0_Mashable_m.txt,23,26,1,0,0,0
95,95,Smith just showed the,0_Mashable_m.txt,23,27,1,0,0,0
96,96,just,0_Mashable_m.txt,24,25,1,0,0,0
97,97,just showed,0_Mashable_m.txt,24,26,1,0,0,0
98,98,just showed the,0_Mashable_m.txt,24,27,1,0,0,0
99,99,just showed the world,0_Mashable_m.txt,24,28,1,0,0,0
100,100,showed,0_Mashable_m.txt,25,26,1,0,0,0
101,101,showed the,0_Mashable_m.txt,25,27,1,0,0,0
102,102,showed the world,0_Mashable_m.txt,25,28,1,0,0,0
103,103,showed the world that,0_Mashable_m.txt,25,29,1,0,0,0
104,104,the,0_Mashable_m.txt,26,27,1,0,0,0
105,105,the world,0_Mashable_m.txt,26,28,1,0,0,0
106,106,the world that,0_Mashable_m.txt,26,29,1,0,0,0
107,107,the world that he,0_Mashable_m.txt,26,30,1,0,1,0
108,108,world,0_Mashable_m.txt,27,28,1,0,0,0
109,109,world that,0_Mashable_m.txt,27,29,1,0,0,0
110,110,world that he,0_Mashable_m.txt,27,30,1,0,1,0
111,111,world that he 's,0_Mashable_m.txt,27,31,1,0,0,0
112,112,that,0_Mashable_m.txt,28,29,1,0,0,0
113,113,that he,0_Mashable_m.txt,28,30,1,0,1,0
114,114,that he 's,0_Mashable_m.txt,28,31,1,0,0,0
115,115,that he 's one,0_Mashable_m.txt,28,32,1,0,0,0
116,116,he,0_Mashable_m.txt,29,30,1,0,1,0
117,117,he 's,0_Mashable_m.txt,29,31,1,0,0,0
118,118,he 's one,0_Mashable_m.txt,29,32,1,0,0,0
119,119,he 's one of,0_Mashable_m.txt,29,33,1,0,0,0
120,120,'s,0_Mashable_m.txt,30,31,1,0,0,0
121,121,'s one,0_Mashable_m.txt,30,32,1,0,0,0
122,122,'s one of,0_Mashable_m.txt,30,33,1,0,0,0
123,123,'s one of the,0_Mashable_m.txt,30,34,1,0,0,0
124,124,one,0_Mashable_m.txt,31,32,1,0,0,0
125,125,one of,0_Mashable_m.txt,31,33,1,0,0,0
126,126,one of the,0_Mashable_m.txt,31,34,1,0,0,0
127,127,one of the biggest,0_Mashable_m.txt,31,35,1,0,0,0
128,128,of,0_Mashable_m.txt,32,33,1,0,0,0
129,129,of the,0_Mashable_m.txt,32,34,1,0,0,0
130,130,of the biggest,0_Mashable_m.txt,32,35,1,0,0,0
131,131,of the biggest Black,0_Mashable_m.txt,32,36,1,0,0,0
132,132,the,0_Mashable_m.txt,33,34,1,0,0,0
133,133,the biggest,0_Mashable_m.txt,33,35,1,0,0,0
134,134,the biggest Black,0_Mashable_m.txt,33,36,1,0,0,0
135,135,the biggest Black Panther,0_Mashable_m.txt,33,37,1,0,0,0
136,136,biggest,0_Mashable_m.txt,34,35,1,0,0,0
137,137,biggest Black,0_Mashable_m.txt,34,36,1,0,0,0
138,138,biggest Black Panther,0_Mashable_m.txt,34,37,1,0,0,0
139,139,biggest Black Panther fans,0_Mashable_m.txt,34,38,1,0,0,0
140,140,Black,0_Mashable_m.txt,35,36,1,0,0,0
141,141,Black Panther,0_Mashable_m.txt,35,37,1,0,0,0
142,142,Black Panther fans,0_Mashable_m.txt,35,38,1,0,0,0
143,143,Black Panther fans around,0_Mashable_m.txt,35,39,1,0,0,0
144,144,Panther,0_Mashable_m.txt,36,37,1,0,0,0
145,145,Panther fans,0_Mashable_m.txt,36,38,1,0,0,0
146,146,Panther fans around,0_Mashable_m.txt,36,39,1,0,0,0
147,147,Panther fans around .,0_Mashable_m.txt,36,40,1,0,0,0
148,148,fans,0_Mashable_m.txt,37,38,1,0,0,0
149,149,fans around,0_Mashable_m.txt,37,39,1,0,0,0
150,150,fans around .,0_Mashable_m.txt,37,40,1,0,0,0
151,151,fans around . SEE,0_Mashable_m.txt,37,41,1,0,0,0
152,152,around,0_Mashable_m.txt,38,39,1,0,0,0
153,153,around .,0_Mashable_m.txt,38,40,1,0,0,0
154,154,around . SEE,0_Mashable_m.txt,38,41,1,0,0,0
155,155,around . SEE ALSO,0_Mashable_m.txt,38,42,1,0,0,0
156,156,.,0_Mashable_m.txt,39,40,1,0,0,0
157,157,. SEE,0_Mashable_m.txt,39,41,1,0,0,0
158,158,. SEE ALSO,0_Mashable_m.txt,39,42,1,0,0,0
159,159,. SEE ALSO :,0_Mashable_m.txt,39,43,1,0,0,0
160,160,SEE,0_Mashable_m.txt,40,41,1,0,0,0
161,161,SEE ALSO,0_Mashable_m.txt,40,42,1,0,0,0
162,162,SEE ALSO :,0_Mashable_m.txt,40,43,1,0,0,0
163,163,SEE ALSO : 'Black,0_Mashable_m.txt,40,44,1,0,0,0
164,164,ALSO,0_Mashable_m.txt,41,42,1,0,0,0
165,165,ALSO :,0_Mashable_m.txt,41,43,1,0,0,0
166,166,ALSO : 'Black,0_Mashable_m.txt,41,44,1,0,0,0
167,167,ALSO : 'Black Panther',0_Mashable_m.txt,41,45,1,0,0,0
168,168,:,0_Mashable_m.txt,42,43,1,0,0,0
169,169,: 'Black,0_Mashable_m.txt,42,44,1,0,0,0
170,170,: 'Black Panther',0_Mashable_m.txt,42,45,1,0,0,0
171,171,: 'Black Panther' is,0_Mashable_m.txt,42,46,1,0,0,0
172,172,'Black,0_Mashable_m.txt,43,44,1,0,0,0
173,173,'Black Panther',0_Mashable_m.txt,43,45,1,0,0,0
174,174,'Black Panther' is,0_Mashable_m.txt,43,46,1,0,0,0
175,175,'Black Panther' is a,0_Mashable_m.txt,43,47,1,0,0,0
176,176,Panther',0_Mashable_m.txt,44,45,1,0,0,0
177,177,Panther' is,0_Mashable_m.txt,44,46,1,0,0,0
178,178,Panther' is a,0_Mashable_m.txt,44,47,1,0,0,0
179,179,Panther' is a huge,0_Mashable_m.txt,44,48,1,0,0,0
180,180,is,0_Mashable_m.txt,45,46,1,0,0,0
181,181,is a,0_Mashable_m.txt,45,47,1,0,0,0
182,182,is a huge,0_Mashable_m.txt,45,48,1,0,0,0
183,183,is a huge victory,0_Mashable_m.txt,45,49,1,0,0,0
184,184,a,0_Mashable_m.txt,46,47,1,0,0,0
185,185,a huge,0_Mashable_m.txt,46,48,1,0,0,0
186,186,a huge victory,0_Mashable_m.txt,46,49,1,0,0,0
187,187,a huge victory for,0_Mashable_m.txt,46,50,1,0,0,0
188,188,huge,0_Mashable_m.txt,47,48,1,0,0,0
189,189,huge victory,0_Mashable_m.txt,47,49,1,0,0,0
190,190,huge victory for,0_Mashable_m.txt,47,50,1,0,0,0
191,191,huge victory for representation,0_Mashable_m.txt,47,51,1,0,0,0
192,192,victory,0_Mashable_m.txt,48,49,1,0,0,0
193,193,victory for,0_Mashable_m.txt,48,50,1,0,0,0
194,194,victory for representation,0_Mashable_m.txt,48,51,1,0,0,0
195,195,victory for representation in,0_Mashable_m.txt,48,52,1,0,0,0
196,196,for,0_Mashable_m.txt,49,50,1,0,0,0
197,197,for representation,0_Mashable_m.txt,49,51,1,0,0,0
198,198,for representation in,0_Mashable_m.txt,49,52,1,0,0,0
199,199,for representation in film,0_Mashable_m.txt,49,53,1,0,0,0
200,200,representation,0_Mashable_m.txt,50,51,1,0,0,0
201,201,representation in,0_Mashable_m.txt,50,52,1,0,0,0
202,202,representation in film,0_Mashable_m.txt,50,53,1,0,0,0
203,203,representation in film After,0_Mashable_m.txt,50,54,1,0,0,0
204,204,in,0_Mashable_m.txt,51,52,1,0,0,0
205,205,in film,0_Mashable_m.txt,51,53,1,0,0,0
206,206,in film After,0_Mashable_m.txt,51,54,1,0,0,0
207,207,in film After the,0_Mashable_m.txt,51,55,1,0,0,0
208,208,film,0_Mashable_m.txt,52,53,1,0,0,0
209,209,film After,0_Mashable_m.txt,52,54,1,0,0,0
210,210,film After the,0_Mashable_m.txt,52,55,1,0,0,0
211,211,film After the tremendous,0_Mashable_m.txt,52,56,1,0,0,0
212,212,After,0_Mashable_m.txt,53,54,1,0,0,0
213,213,After the,0_Mashable_m.txt,53,55,1,0,0,0
214,214,After the tremendous,0_Mashable_m.txt,53,56,1,0,0,0
215,215,After the tremendous success,0_Mashable_m.txt,53,57,1,0,0,0
216,216,the,0_Mashable_m.txt,54,55,1,0,0,0
217,217,the tremendous,0_Mashable_m.txt,54,56,1,0,0,0
218,218,the tremendous success,0_Mashable_m.txt,54,57,1,0,0,0
219,219,the tremendous success of,0_Mashable_m.txt,54,58,1,0,0,0
220,220,tremendous,0_Mashable_m.txt,55,56,1,0,0,0
221,221,tremendous success,0_Mashable_m.txt,55,57,1,0,0,0
222,222,tremendous success of,0_Mashable_m.txt,55,58,1,0,0,0
223,223,tremendous success of Black,0_Mashable_m.txt,55,59,1,0,0,0
224,224,success,0_Mashable_m.txt,56,57,1,0,0,0
225,225,success of,0_Mashable_m.txt,56,58,1,0,0,0
226,226,success of Black,0_Mashable_m.txt,56,59,1,0,0,0
227,227,success of Black Panther,0_Mashable_m.txt,56,60,1,0,1,0
228,228,of,0_Mashable_m.txt,57,58,1,0,0,0
229,229,of Black,0_Mashable_m.txt,57,59,1,0,0,0
230,230,of Black Panther,0_Mashable_m.txt,57,60,1,0,1,0
231,231,of Black Panther 's,0_Mashable_m.txt,57,61,1,0,0,0
232,232,Black,0_Mashable_m.txt,58,59,1,0,0,0
233,233,Black Panther,0_Mashable_m.txt,58,60,1,0,1,0
234,234,Black Panther 's,0_Mashable_m.txt,58,61,1,0,0,0
235,235,Black Panther 's opening,0_Mashable_m.txt,58,62,1,0,0,0
236,236,Panther,0_Mashable_m.txt,59,60,1,0,1,0
237,237,Panther 's,0_Mashable_m.txt,59,61,1,0,0,0
238,238,Panther 's opening,0_Mashable_m.txt,59,62,1,0,0,0
239,239,Panther 's opening weekend,0_Mashable_m.txt,59,63,1,0,0,0
240,240,'s,0_Mashable_m.txt,60,61,1,0,0,0
241,241,'s opening,0_Mashable_m.txt,60,62,1,0,0,0
242,242,'s opening weekend,0_Mashable_m.txt,60,63,1,0,0,0
243,243,"'s opening weekend ,",0_Mashable_m.txt,60,64,1,0,0,0
244,244,opening,0_Mashable_m.txt,61,62,1,0,0,0
245,245,opening weekend,0_Mashable_m.txt,61,63,1,0,0,0
246,246,"opening weekend ,",0_Mashable_m.txt,61,64,1,0,0,0
247,247,"opening weekend , Will",0_Mashable_m.txt,61,65,1,0,0,0
248,248,weekend,0_Mashable_m.txt,62,63,1,0,0,0
249,249,"weekend ,",0_Mashable_m.txt,62,64,1,0,0,0
250,250,"weekend , Will",0_Mashable_m.txt,62,65,1,0,0,0
251,251,"weekend , Will Smith",0_Mashable_m.txt,62,66,1,0,0,0
252,252,",",0_Mashable_m.txt,63,64,1,0,0,0
253,253,", Will",0_Mashable_m.txt,63,65,1,0,0,0
254,254,", Will Smith",0_Mashable_m.txt,63,66,1,0,0,0
255,255,", Will Smith took",0_Mashable_m.txt,63,67,1,0,0,0
256,256,Will,0_Mashable_m.txt,64,65,1,0,0,0
257,257,Will Smith,0_Mashable_m.txt,64,66,1,0,0,1
258,258,Will Smith took,0_Mashable_m.txt,64,67,1,0,0,0
259,259,Will Smith took to,0_Mashable_m.txt,64,68,1,0,0,0
260,260,Smith,0_Mashable_m.txt,65,66,1,0,0,0
261,261,Smith took,0_Mashable_m.txt,65,67,1,0,0,0
262,262,Smith took to,0_Mashable_m.txt,65,68,1,0,0,0
263,263,Smith took to Instagram,0_Mashable_m.txt,65,69,1,0,0,0
264,264,took,0_Mashable_m.txt,66,67,1,0,0,0
265,265,took to,0_Mashable_m.txt,66,68,1,0,0,0
266,266,took to Instagram,0_Mashable_m.txt,66,69,1,0,0,0
267,267,took to Instagram to,0_Mashable_m.txt,66,70,1,0,0,0
268,268,to,0_Mashable_m.txt,67,68,1,0,0,0
269,269,to Instagram,0_Mashable_m.txt,67,69,1,0,0,0
270,270,to Instagram to,0_Mashable_m.txt,67,70,1,0,0,0
271,271,to Instagram to share,0_Mashable_m.txt,67,71,1,0,0,0
272,272,Instagram,0_Mashable_m.txt,68,69,1,0,0,0
273,273,Instagram to,0_Mashable_m.txt,68,70,1,0,0,0
274,274,Instagram to share,0_Mashable_m.txt,68,71,1,0,0,0
275,275,Instagram to share an,0_Mashable_m.txt,68,72,1,0,0,0
276,276,to,0_Mashable_m.txt,69,70,1,0,0,0
277,277,to share,0_Mashable_m.txt,69,71,1,0,0,0
278,278,to share an,0_Mashable_m.txt,69,72,1,0,0,0
279,279,to share an inspiring,0_Mashable_m.txt,69,73,1,0,0,0
280,280,share,0_Mashable_m.txt,70,71,1,0,0,0
281,281,share an,0_Mashable_m.txt,70,72,1,0,0,0
282,282,share an inspiring,0_Mashable_m.txt,70,73,1,0,0,0
283,283,share an inspiring message,0_Mashable_m.txt,70,74,1,0,0,0
284,284,an,0_Mashable_m.txt,71,72,1,0,0,0
285,285,an inspiring,0_Mashable_m.txt,71,73,1,0,0,0
286,286,an inspiring message,0_Mashable_m.txt,71,74,1,0,0,0
287,287,an inspiring message he,0_Mashable_m.txt,71,75,1,0,0,0
288,288,inspiring,0_Mashable_m.txt,72,73,1,0,0,0
289,289,inspiring message,0_Mashable_m.txt,72,74,1,0,0,0
290,290,inspiring message he,0_Mashable_m.txt,72,75,1,0,0,0
291,291,inspiring message he himself,0_Mashable_m.txt,72,76,1,0,0,0
292,292,message,0_Mashable_m.txt,73,74,1,0,0,0
293,293,message he,0_Mashable_m.txt,73,75,1,0,0,0
294,294,message he himself,0_Mashable_m.txt,73,76,1,0,0,0
295,295,message he himself heard,0_Mashable_m.txt,73,77,1,0,0,0
296,296,he,0_Mashable_m.txt,74,75,1,0,0,0
297,297,he himself,0_Mashable_m.txt,74,76,1,0,0,0
298,298,he himself heard,0_Mashable_m.txt,74,77,1,0,0,0
299,299,he himself heard from,0_Mashable_m.txt,74,78,1,0,0,0
300,300,himself,0_Mashable_m.txt,75,76,1,0,0,0
301,301,himself heard,0_Mashable_m.txt,75,77,1,0,0,0
302,302,himself heard from,0_Mashable_m.txt,75,78,1,0,0,0
303,303,himself heard from Nelson,0_Mashable_m.txt,75,79,1,0,0,0
304,304,heard,0_Mashable_m.txt,76,77,1,0,0,0
305,305,heard from,0_Mashable_m.txt,76,78,1,0,0,0
306,306,heard from Nelson,0_Mashable_m.txt,76,79,1,0,0,0
307,307,heard from Nelson Mandela,0_Mashable_m.txt,76,80,1,0,0,0
308,308,from,0_Mashable_m.txt,77,78,1,0,0,0
309,309,from Nelson,0_Mashable_m.txt,77,79,1,0,0,0
310,310,from Nelson Mandela,0_Mashable_m.txt,77,80,1,0,0,0
311,311,from Nelson Mandela along,0_Mashable_m.txt,77,81,1,0,0,0
312,312,Nelson,0_Mashable_m.txt,78,79,1,0,0,0
313,313,Nelson Mandela,0_Mashable_m.txt,78,80,1,0,0,1
314,314,Nelson Mandela along,0_Mashable_m.txt,78,81,1,0,0,0
315,315,Nelson Mandela along with,0_Mashable_m.txt,78,82,1,0,0,0
316,316,Mandela,0_Mashable_m.txt,79,80,1,0,0,0
317,317,Mandela along,0_Mashable_m.txt,79,81,1,0,0,0
318,318,Mandela along with,0_Mashable_m.txt,79,82,1,0,0,0
319,319,Mandela along with a,0_Mashable_m.txt,79,83,1,0,0,0
320,320,along,0_Mashable_m.txt,80,81,1,0,0,0
321,321,along with,0_Mashable_m.txt,80,82,1,0,0,0
322,322,along with a,0_Mashable_m.txt,80,83,1,0,0,0
323,323,along with a video,0_Mashable_m.txt,80,84,1,0,0,0
324,324,with,0_Mashable_m.txt,81,82,1,0,0,0
325,325,with a,0_Mashable_m.txt,81,83,1,0,0,0
326,326,with a video,0_Mashable_m.txt,81,84,1,0,0,0
327,327,with a video of,0_Mashable_m.txt,81,85,1,0,0,0
328,328,a,0_Mashable_m.txt,82,83,1,0,0,0
329,329,a video,0_Mashable_m.txt,82,84,1,0,0,0
330,330,a video of,0_Mashable_m.txt,82,85,1,0,0,0
331,331,a video of himself,0_Mashable_m.txt,82,86,1,0,0,0
332,332,video,0_Mashable_m.txt,83,84,1,0,0,0
333,333,video of,0_Mashable_m.txt,83,85,1,0,0,0
334,334,video of himself,0_Mashable_m.txt,83,86,1,0,0,0
335,335,video of himself geeking,0_Mashable_m.txt,83,87,1,0,0,0
336,336,of,0_Mashable_m.txt,84,85,1,0,0,0
337,337,of himself,0_Mashable_m.txt,84,86,1,0,0,0
338,338,of himself geeking,0_Mashable_m.txt,84,87,1,0,0,0
339,339,of himself geeking out,0_Mashable_m.txt,84,88,1,0,0,0
340,340,himself,0_Mashable_m.txt,85,86,1,0,0,0
341,341,himself geeking,0_Mashable_m.txt,85,87,1,0,0,0
342,342,himself geeking out,0_Mashable_m.txt,85,88,1,0,0,0
343,343,himself geeking out about,0_Mashable_m.txt,85,89,1,0,0,0
344,344,geeking,0_Mashable_m.txt,86,87,1,0,0,0
345,345,geeking out,0_Mashable_m.txt,86,88,1,0,0,0
346,346,geeking out about,0_Mashable_m.txt,86,89,1,0,0,0
347,347,geeking out about Black,0_Mashable_m.txt,86,90,1,0,0,0
348,348,out,0_Mashable_m.txt,87,88,1,0,0,0
349,349,out about,0_Mashable_m.txt,87,89,1,0,0,0
350,350,out about Black,0_Mashable_m.txt,87,90,1,0,0,0
351,351,out about Black Panther,0_Mashable_m.txt,87,91,1,0,0,0
352,352,about,0_Mashable_m.txt,88,89,1,0,0,0
353,353,about Black,0_Mashable_m.txt,88,90,1,0,0,0
354,354,about Black Panther,0_Mashable_m.txt,88,91,1,0,0,0
355,355,about Black Panther and,0_Mashable_m.txt,88,92,1,0,0,0
356,356,Black,0_Mashable_m.txt,89,90,1,0,0,0
357,357,Black Panther,0_Mashable_m.txt,89,91,1,0,0,0
358,358,Black Panther and,0_Mashable_m.txt,89,92,1,0,0,0
359,359,Black Panther and praising,0_Mashable_m.txt,89,93,1,0,0,0
360,360,Panther,0_Mashable_m.txt,90,91,1,0,0,0
361,361,Panther and,0_Mashable_m.txt,90,92,1,0,0,0
362,362,Panther and praising,0_Mashable_m.txt,90,93,1,0,0,0
363,363,Panther and praising everyone,0_Mashable_m.txt,90,94,1,0,1,0
364,364,and,0_Mashable_m.txt,91,92,1,0,0,0
365,365,and praising,0_Mashable_m.txt,91,93,1,0,0,0
366,366,and praising everyone,0_Mashable_m.txt,91,94,1,0,1,0
367,367,and praising everyone who,0_Mashable_m.txt,91,95,1,0,0,0
368,368,praising,0_Mashable_m.txt,92,93,1,0,0,0
369,369,praising everyone,0_Mashable_m.txt,92,94,1,0,1,0
370,370,praising everyone who,0_Mashable_m.txt,92,95,1,0,0,0
371,371,praising everyone who worked,0_Mashable_m.txt,92,96,1,0,0,0
372,372,everyone,0_Mashable_m.txt,93,94,1,0,1,0
373,373,everyone who,0_Mashable_m.txt,93,95,1,0,0,0
374,374,everyone who worked,0_Mashable_m.txt,93,96,1,0,0,0
375,375,everyone who worked on,0_Mashable_m.txt,93,97,1,0,0,0
376,376,who,0_Mashable_m.txt,94,95,1,0,0,0
377,377,who worked,0_Mashable_m.txt,94,96,1,0,0,0
378,378,who worked on,0_Mashable_m.txt,94,97,1,0,0,0
379,379,who worked on Marvel,0_Mashable_m.txt,94,98,1,0,1,0
380,380,worked,0_Mashable_m.txt,95,96,1,0,0,0
381,381,worked on,0_Mashable_m.txt,95,97,1,0,0,0
382,382,worked on Marvel,0_Mashable_m.txt,95,98,1,0,1,0
383,383,worked on Marvel 's,0_Mashable_m.txt,95,99,1,0,0,0
384,384,on,0_Mashable_m.txt,96,97,1,0,0,0
385,385,on Marvel,0_Mashable_m.txt,96,98,1,0,1,0
386,386,on Marvel 's,0_Mashable_m.txt,96,99,1,0,0,0
387,387,on Marvel 's latest,0_Mashable_m.txt,96,100,1,0,0,0
388,388,Marvel,0_Mashable_m.txt,97,98,1,0,1,0
389,389,Marvel 's,0_Mashable_m.txt,97,99,1,0,0,0
390,390,Marvel 's latest,0_Mashable_m.txt,97,100,1,0,0,0
391,391,Marvel 's latest film,0_Mashable_m.txt,97,101,1,0,0,0
392,392,'s,0_Mashable_m.txt,98,99,1,0,0,0
393,393,'s latest,0_Mashable_m.txt,98,100,1,0,0,0
394,394,'s latest film,0_Mashable_m.txt,98,101,1,0,0,0
395,395,'s latest film .,0_Mashable_m.txt,98,102,1,0,0,0
396,396,latest,0_Mashable_m.txt,99,100,1,0,0,0
397,397,latest film,0_Mashable_m.txt,99,101,1,0,0,0
398,398,latest film .,0_Mashable_m.txt,99,102,1,0,0,0
399,399,latest film . I,0_Mashable_m.txt,99,103,1,0,0,0
400,400,film,0_Mashable_m.txt,100,101,1,0,0,0
401,401,film .,0_Mashable_m.txt,100,102,1,0,0,0
402,402,film . I,0_Mashable_m.txt,100,103,1,0,0,0
403,403,film . I want,0_Mashable_m.txt,100,104,1,0,0,0
404,404,.,0_Mashable_m.txt,101,102,1,0,0,0
405,405,. I,0_Mashable_m.txt,101,103,1,0,0,0
406,406,. I want,0_Mashable_m.txt,101,104,1,0,0,0
407,407,. I want to,0_Mashable_m.txt,101,105,1,0,0,0
408,408,I,0_Mashable_m.txt,102,103,1,0,0,0
409,409,I want,0_Mashable_m.txt,102,104,1,0,0,0
410,410,I want to,0_Mashable_m.txt,102,105,1,0,0,0
411,411,I want to share,0_Mashable_m.txt,102,106,1,0,0,0
412,412,want,0_Mashable_m.txt,103,104,1,0,0,0
413,413,want to,0_Mashable_m.txt,103,105,1,0,0,0
414,414,want to share,0_Mashable_m.txt,103,106,1,0,0,0
